Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Croatia,HRV,20.07415529,18.73005206,17.7337294,18.26583296,17.79390349,19.31828509,19.73047578,20.67191425,22.14094766,21.93089986,23.21407493,22.04613769,26.31549881
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Cuba,CUB,10.07337396,8.470792869,8.57521773,9.393633017,7.6113276,9.389116383,9.55998797,10.2983305,12.03397867,11.49499747,9.875009082,23.81103042,16.59251364
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Curacao,CUW,..,37.77599539,32.20113923,30.48385329,25.78912889,26.36974175,28.63952767,30.89590663,41.06735492,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Cyprus,CYP,24.02580756,18.92640385,16.2032464,12.92517513,13.56490626,13.67897902,17.43975754,20.71138916,19.34318123,19.79399562,20.95893042,19.43831804,21.42580552
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Czechia,CZE,27.35986897,27.19092007,26.35984829,25.01318549,26.01012112,27.98324807,26.02397437,26.37162542,27.19683978,27.60703707,26.15352494,30.21780187,32.15129066
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Denmark,DNK,18.07604618,19.12696109,19.46639094,19.69080563,20.09102058,20.63120591,21.7753957,22.05306246,22.59928983,21.85308823,22.50482963,23.98469744,23.88054248
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Djibouti,DJI,..,..,..,56.87368761,2.854503777,-3.945924357,21.93594011,21.63280793,2.78696996,2.281531842,1.042162343,-15.91663628,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Dominica,DMA,18.37954595,16.58522883,14.95667548,13.69406868,15.11073472,13.30351578,15.20677199,16.82798486,32.70422197,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Dominican Republic,DOM,26.37996593,25.02625542,24.29574454,22.7236665,23.11293969,23.44214517,22.97219036,22.47188432,25.79567092,26.00482351,25.38303639,31.3520926,33.27640684
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Ecuador,ECU,28.03731307,28.14239888,27.79583594,28.46705779,28.31443808,26.87009832,24.97903494,26.28025933,26.74776488,25.90600572,22.04565032,22.34866336,22.24332252
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Egypt, Arab Rep.",EGY,19.50107741,17.10305594,16.02675106,14.21199742,13.64319249,14.28863701,15.04023031,17.14488908,18.70901376,20.05360972,15.99486396,15.17161681,17.01880778
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,El Salvador,SLV,16.6715814,17.7899287,17.70954566,17.01940252,16.39721566,16.01698762,15.96751412,16.6769619,18.37153667,18.3447949,17.09966434,20.60276579,19.9654834
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Equatorial Guinea,GNQ,38.05629949,32.04927127,41.1481429,30.30804516,28.70930017,24.7014529,16.69864599,14.03171665,12.50149663,10.89170309,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Eritrea,ERI,12.38540149,12.62631766,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Estonia,EST,21.5886491,25.56681987,29.35618325,27.22841105,27.15072147,25.09424245,25.20332299,26.46330934,28.02899379,26.05485558,31.32680007,30.34912197,30.25285038
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Ethiopia,ETH,0,32.10766647,37.09796197,34.08111832,37.9937253,40.67127298,37.3487737,38.44398637,34.72881719,35.26398392,30.57896785,28.02529772,25.3400791
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Faroe Islands,FRO,19.52082475,16.25782377,26.25769053,21.59579045,21.75813828,23.96777733,22.1636692,23.45987701,29.7112462,27.61357429,28.45863323,28.54289419,31.38783021
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Fiji,FJI,18.80269255,20.998549,17.27217184,27.63344945,20.88677844,22.4179308,21.11617311,21.42369155,21.04865062,19.49774628,16.31685131,19.60490187,20.61200898
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Finland,FIN,22.08267116,24.04418226,23.39071912,22.33446391,21.9210525,21.71298815,23.27485541,24.00696418,25.26792369,24.09300503,24.52339542,24.06315882,26.29455229
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,France,FRA,21.9462945,23.22090937,22.62663227,22.28719307,22.70978456,22.71232406,22.60948226,23.43601588,23.85725759,24.36468134,24.08565418,24.8974269,26.47558327
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,French Polynesia,PYF,21.1616841,18.19441546,18.23944927,19.30286497,18.95606036,19.97060117,18.36579382,19.67412913,27.45985863,25.49851381,22.3068185,21.45120375,21.76367618
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Gabon,GAB,29.70111381,26.64238956,26.96614996,29.18059503,35.1390486,29.23095629,26.98226104,21.29860844,19.25823243,21.89879657,19.899426,16.78918348,15.56641031
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Gambia, The",GMB,13.87671053,12.89616829,20.87716865,14.71355482,16.65456117,20.35152108,24.92148366,22.96115236,20.87807035,22.03927606,27.50889587,29.19768921,33.66461731
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Georgia,GEO,20.52415955,22.20325213,25.87586724,20.99107827,25.40611747,26.29438633,30.15208171,27.29014563,28.12302408,25.2989279,23.85666782,18.97164223,24.31864061
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Germany,DEU,20.06578537,21.63523367,19.71598836,20.05374642,20.37029066,19.74294325,19.96742952,20.96227304,21.91959471,21.86974506,21.96928076,23.21657521,25.02869627
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Ghana,GHA,13.10019371,12.80999297,16.96772212,24.77180621,27.16506596,27.70964131,25.45565573,19.56551975,21.70933528,18.6472754,18.22366699,17.03667792,16.24012906
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Greece,GRC,17.98625966,14.03062713,12.09793134,11.94394755,11.89228365,12.07698379,12.83689778,12.02266589,13.15005547,12.43676527,14.43151293,17.70304296,21.14638887
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Greenland,GRL,52.35331723,64.0087149,37.67208018,30.09516231,22.59795624,24.02966611,24.49667192,23.61529351,21.74118086,31.26950936,31.77993624,33.33628262,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Guatemala,GTM,14.16419369,15.48217542,15.19414459,15.84262664,15.07116233,14.8281551,13.86196874,13.59610647,13.79042358,14.32983672,13.5074454,16.86308066,16.65965359
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Guinea,GIN,20.32539913,24.0533327,26.02152624,23.49396044,22.81657671,24.16336504,52.6698422,22.27041715,19.54731482,19.7285577,31.31824395,29.34734563,29.8118553
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Guinea-Bissau,GNB,10.78523644,9.934991105,6.699038757,7.22440486,11.41660242,8.085553072,7.823093745,9.000980526,17.25790049,20.31740581,16.74716625,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Haiti,HTI,24.98821766,20.99674949,17.50923441,17.88085932,16.55686633,13.97372864,13.59222789,16.87697985,16.05109201,18.53625002,22.7656568,18.10598196,15.86213942
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Honduras,HND,21.87984069,25.99999164,24.56420879,21.7603523,22.18383223,25.11800475,23.37712854,24.82071317,26.57208628,22.73109068,18.83460331,24.33228228,25.87049834
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Hong Kong SAR, China",HKG,23.89046642,24.1431843,25.22013354,24.03038856,23.82246942,21.54147973,21.50740505,22.06901686,21.99466113,18.18994721,18.98188686,16.77710661,14.96416311
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Hungary,HUN,21.18431981,20.79395191,20.16074212,21.61985033,24.05550825,23.51230922,21.54856236,23.10324924,26.80919572,28.39293725,27.25039396,30.66875376,33.77071939
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Iceland,ISL,13.90913168,15.58316255,16.01585597,15.46964192,17.22365759,19.40362868,21.08389021,21.74143891,22.10941229,20.67364086,21.38986518,22.44780348,22.54294409
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,India,IND,39.78562417,39.59042144,38.34741567,34.02320208,34.26780561,32.11673014,30.17269167,30.98217576,32.34321821,30.09619757,28.75229851,31.22549825,31.04158151
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Indonesia,IDN,32.88012145,32.98433326,35.07159361,33.83135679,34.60034391,34.06279218,33.8587393,33.7105948,34.57058583,33.78014238,32.34341205,31.44898475,29.74533551
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Iran, Islamic Rep.",IRN,40.26244925,36.01680358,36.35095818,34.94521152,36.93965714,31.98240852,29.10919934,31.79653682,33.2091238,37.29933032,42.24894007,39.45259003,38.00159083
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Iraq,IRQ,15.86786539,16.75950181,13.44617151,20.26773982,18.21597494,20.35965171,17.87720479,17.852477,17.58547078,22.74072459,22.34685894,19.58500545,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Ireland,IRL,17.27727353,17.23318237,20.01088698,18.70714377,22.3849812,25.90922235,37.4396637,34.65304424,28.67577764,54.77469885,43.05955378,23.61061865,23.71555746
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Israel,ISR,21.34639804,23.31462018,23.79186533,22.12491211,22.6480424,21.8266673,22.78831827,22.89910034,23.84135207,23.54738771,24.06134593,25.32083112,26.94766342
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Italy,ITA,20.57979516,20.46808872,17.78951287,16.89239376,16.95920181,17.10726702,17.56102831,18.05407117,18.52746022,18.23967793,17.70074375,21.79103347,22.67395011
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Jamaica,JAM,20.20652665,21.43633201,19.93317231,21.25988761,22.47378726,21.35192571,21.28815003,22.53183995,23.3115189,24.26909549,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Japan,JPN,22.59030413,23.54056869,24.00492972,24.41762404,25.03636199,25.16534788,24.83559732,25.21482698,25.64171431,25.78969613,25.26335492,25.5987985,26.65963491
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Jordan,JOR,35.03763119,31.74770385,31.03220302,26.59973198,25.80859519,24.83503291,23.40441876,24.71736035,24.3624337,21.41342533,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Kazakhstan,KAZ,25.37354902,22.99814602,25.22966023,24.56960536,25.79024724,27.9079156,27.82758289,26.35248253,25.25821271,27.62757495,28.80691536,26.53343559,24.12230598
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Kenya,KEN,21.2639988,21.88581228,22.19336293,22.4049681,24.950719,22.1033982,19.34843583,20.6634949,19.37598625,19.34183437,19.65158977,20.39123813,19.16020239
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Kiribati,KIR,14.40908216,18.29899718,27.59810816,31.87975164,30.24076578,41.84883692,33.98593437,29.8352439,23.09593156,18.87797619,18.15965116,20.98567722,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Korea, Rep.",KOR,32.55211358,33.31942582,31.31664675,29.88532729,29.79047863,29.52928082,30.1426786,32.28806347,31.48718418,31.49493367,31.88458527,32.32719378,33.18135629
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Kosovo,XKX,33.12848705,36.05734449,31.90172169,29.99785855,27.84600087,30.43246864,33.52200025,34.69264949,36.29454213,34.55819955,33.40612753,35.95118043,35.07316384
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Kuwait,KWT,17.65852862,13.54449848,12.83498521,14.35148536,16.29019399,25.42808492,29.95882707,27.73083875,25.30766053,25.01831275,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Kyrgyz Republic,KGZ,27.4015936,25.47296383,34.9610737,33.89883556,36.75672708,34.67146926,33.93917929,32.90209146,36.01662915,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Lao PDR,LAO,27.46248774,28.06780252,32.50425528,30.64732204,29.8013514,31.5566516,29.0076541,..,..,..,..,..,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Latvia,LVA,20.34392453,25.76400639,27.52131809,24.34980247,23.86269893,23.80509525,21.16480401,22.01287313,23.20575233,22.82365126,21.40235518,25.01023721,26.13942547
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Lebanon,LBN,24.93725851,26.84636575,24.78729788,27.61242944,24.96719514,22.22277926,23.14257137,21.78793523,22.4871034,12.32247426,8.098177366,5.359484343,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Lesotho,LSO,31.30119004,25.33164251,35.72059605,32.66674551,34.09681828,30.43663474,28.54520219,22.21096848,21.44727922,27.12048221,26.09026199,29.23812859,29.03180985
